State,Chamber,Name,URL,Party,Born,Tenure (years),Article length (characters),"Most common sentiment, BERT","Sentiment with highest weighted vote, BERT","Sentiment with highest weighted probability, BERT","Weighted probability of negative sentiment, BERT","Weighted probability of neutral sentiment, BERT","Weighted probability of positive sentiment, BERT","Number of paragraphs with negative sentiment, BERT","Number of paragraphs with neutral sentiment, BERT","Number of paragraphs with positive sentiment, BERT","Percent of paragraphs with negative sentiment, BERT","Percent of paragraphs with neutral sentiment, BERT","Percent of paragraphs with positive sentiment, BERT","Most common sentiment, RoBERTa","Sentiment with highest weighted vote, RoBERTa","Sentiment with highest weighted probability, RoBERTa","Weighted probability of negative sentiment, RoBERTa","Weighted probability of neutral sentiment, RoBERTa","Weighted probability of positive sentiment, RoBERTa","Number of paragraphs with negative sentiment, RoBERTa","Number of paragraphs with neutral sentiment, RoBERTa","Number of paragraphs with positive sentiment, RoBERTa","Percent of paragraphs with negative sentiment, RoBERTa","Percent of paragraphs with neutral sentiment, RoBERTa","Percent of paragraphs with positive sentiment, RoBERTa","Most common sentiment, RoBERTuito","Sentiment with highest weighted vote, RoBERTuito","Sentiment with highest weighted probability, RoBERTuito","Weighted probability of negative sentiment, RoBERTuito","Weighted probability of neutral sentiment, RoBERTuito","Weighted probability of positive sentiment, RoBERTuito","Number of paragraphs with negative sentiment, RoBERTuito","Number of paragraphs with neutral sentiment, RoBERTuito","Number of paragraphs with positive sentiment, RoBERTuito","Percent of paragraphs with negative sentiment, RoBERTuito","Percent of paragraphs with neutral sentiment, RoBERTuito","Percent of paragraphs with positive sentiment, RoBERTuito"
Oregon,House,Cliff Bentz,https://en.wikipedia.org/wiki/Cliff_Bentz,Republican,"January 12, 1952 (age 73)",5,8232,Neutral,Neutral,Neutral,0.211076799,0.634595018,0.154328194,1,30,2,3.03030303,90.90909091,6.060606061,Neutral,Neutral,Neutral,0.198364431,0.722636417,0.078999161,5,27,1,15.15151515,81.81818182,3.03030303,Neutral,Neutral,Neutral,0.183793624,0.752265277,0.063941088,2,30,1,6.060606061,90.90909091,3.03030303
Oregon,House,Maxine Dexter,https://en.wikipedia.org/wiki/Maxine_Dexter,Democratic,"December 5, 1972 (age 52)",1,4658,Neutral,Neutral,Neutral,0.136332957,0.663992986,0.199674029,0,15,2,0,88.23529412,11.76470588,Neutral,Neutral,Neutral,0.014130554,0.768565662,0.217303772,0,15,2,0,88.23529412,11.76470588,Neutral,Neutral,Neutral,0.005888933,0.713477056,0.280633987,0,14,3,0,82.35294118,17.64705882
Oregon,House,Val Hoyle,https://en.wikipedia.org/wiki/Val_Hoyle,Democratic,"February 14, 1964 (age 61)",3,5483,Neutral,Neutral,Neutral,0.128902192,0.713820204,0.157277597,0,20,1,0,95.23809524,4.761904762,Neutral,Neutral,Neutral,0.023907847,0.857075435,0.119016722,1,20,0,4.761904762,95.23809524,0,Neutral,Neutral,Neutral,0.011834861,0.828187028,0.159978103,0,21,0,0,100,0
Oregon,House,Janelle Bynum,https://en.wikipedia.org/wiki/Janelle_Bynum,Democratic,"January 31, 1975 (age 50)",1,5504,Neutral,Neutral,Neutral,0.177784442,0.66176657,0.160448994,1,16,0,5.882352941,94.11764706,0,Neutral,Neutral,Neutral,0.032602452,0.752574461,0.214823113,0,15,2,0,88.23529412,11.76470588,Neutral,Neutral,Neutral,0.006751778,0.714783167,0.278465043,0,13,4,0,76.47058824,23.52941176
Oregon,House,Andrea Salinas,https://en.wikipedia.org/wiki/Andrea_Salinas,Democratic,"December 6, 1969 (age 55)",3,3823,Neutral,Neutral,Neutral,0.22497997,0.67866111,0.096358912,1,15,0,6.25,93.75,0,Neutral,Neutral,Neutral,0.012871587,0.87107242,0.116055999,0,16,0,0,100,0,Neutral,Neutral,Neutral,0.008915203,0.883105273,0.107979522,0,16,0,0,100,0
Pennsylvania,House,Brian Fitzpatrick,https://en.wikipedia.org/wiki/Brian_Fitzpatrick_(American_politician),Republican,"December 17, 1973 (age 51)",9,18899,Neutral,Neutral,Neutral,0.283025969,0.540595577,0.176378441,12,52,5,17.39130435,75.36231884,7.246376812,Neutral,Neutral,Neutral,0.186921572,0.666599958,0.146478476,9,53,7,13.04347826,76.8115942,10.14492754,Neutral,Neutral,Neutral,0.110979114,0.742607203,0.146413688,4,60,5,5.797101449,86.95652174,7.246376812
Pennsylvania,House,Brendan Boyle,https://en.wikipedia.org/wiki/Brendan_Boyle,Democratic,"February 6, 1977 (age 48)",11,10905,Neutral,Neutral,Neutral,0.132657953,0.608658587,0.258683457,0,40,6,0,86.95652174,13.04347826,Neutral,Neutral,Neutral,0.062406499,0.692500323,0.245093173,2,39,5,4.347826087,84.7826087,10.86956522,Neutral,Neutral,Neutral,0.012546022,0.696896397,0.290557583,0,35,11,0,76.08695652,23.91304348
Pennsylvania,House,Dwight Evans,https://en.wikipedia.org/wiki/Dwight_Evans_(politician),Democratic,"May 16, 1954 (age 71)",9,6671,Neutral,Neutral,Neutral,0.206056628,0.663522759,0.130420606,4,32,1,10.81081081,86.48648649,2.702702703,Neutral,Neutral,Neutral,0.082595006,0.725524161,0.191880828,2,32,3,5.405405405,86.48648649,8.108108108,Neutral,Neutral,Neutral,0.065306017,0.750273231,0.184420742,2,30,5,5.405405405,81.08108108,13.51351351
Pennsylvania,House,Madeleine Dean,https://en.wikipedia.org/wiki/Madeleine_Dean,Democratic,"June 6, 1959 (age 66)",7,6228,Neutral,Neutral,Neutral,0.147861234,0.723380036,0.128758724,1,28,0,3.448275862,96.55172414,0,Neutral,Neutral,Neutral,0.020616688,0.856037914,0.123345397,0,29,0,0,100,0,Neutral,Neutral,Neutral,0.025874851,0.87471474,0.099410414,0,29,0,0,100,0
Pennsylvania,House,Mary Gay Scanlon,https://en.wikipedia.org/wiki/Mary_Gay_Scanlon,Democratic,"August 30, 1959 (age 66)",7,8921,Neutral,Neutral,Neutral,0.131845287,0.629165166,0.238989553,0,31,2,0,93.93939394,6.060606061,Neutral,Neutral,Neutral,0.032716407,0.780055789,0.187227804,0,32,1,0,96.96969697,3.03030303,Neutral,Neutral,Neutral,0.017627048,0.782348812,0.200024141,1,29,3,3.03030303,87.87878788,9.090909091
Pennsylvania,House,Chrissy Houlahan,https://en.wikipedia.org/wiki/Chrissy_Houlahan,Democratic,"June 5, 1967 (age 58)",7,8502,Neutral,Neutral,Neutral,0.19511837,0.612953841,0.191927803,2,30,2,5.882352941,88.23529412,5.882352941,Neutral,Neutral,Neutral,0.084183722,0.72351184,0.192304432,1,31,2,2.941176471,91.17647059,5.882352941,Neutral,Neutral,Neutral,0.030849955,0.758546724,0.210603311,0,31,3,0,91.17647059,8.823529412
Pennsylvania,House,Ryan Mackenzie,https://en.wikipedia.org/wiki/Ryan_Mackenzie,Republican,"August 3, 1982 (age 43)",1,3426,Neutral,Neutral,Neutral,0.132032374,0.698119094,0.169848548,0,16,0,0,100,0,Neutral,Neutral,Neutral,0.020172067,0.848308337,0.131519581,0,16,0,0,100,0,Neutral,Neutral,Neutral,0.024620224,0.854013309,0.121366468,0,15,1,0,93.75,6.25
Pennsylvania,House,Rob Bresnahan,https://en.wikipedia.org/wiki/Rob_Bresnahan,Republican,"April 22, 1990 (age 35)",1,3413,Neutral,Neutral,Neutral,0.149375921,0.748017737,0.102606358,0,18,1,0,94.73684211,5.263157895,Neutral,Neutral,Neutral,0.008811313,0.866855289,0.124333396,0,18,1,0,94.73684211,5.263157895,Neutral,Neutral,Neutral,0.003817883,0.916719694,0.079462417,0,18,1,0,94.73684211,5.263157895
Pennsylvania,House,Dan Meuser,https://en.wikipedia.org/wiki/Dan_Meuser,Republican,"February 10, 1964 (age 61)",7,15918,Neutral,Neutral,Neutral,0.348312016,0.484921679,0.166766311,10,36,4,20,72,8,Neutral,Neutral,Neutral,0.208164165,0.642470365,0.149365466,11,34,5,22,68,10,Neutral,Neutral,Neutral,0.167712084,0.688979721,0.143308186,7,35,8,14,70,16
Pennsylvania,House,Scott Perry,https://en.wikipedia.org/wiki/Scott_Perry,Republican,"May 27, 1962 (age 63)",13,21007,Neutral,Neutral,Neutral,0.323762603,0.56586467,0.110372718,11,49,0,18.33333333,81.66666667,0,Neutral,Neutral,Neutral,0.23526576,0.691848492,0.072885736,11,48,1,18.33333333,80,1.666666667,Neutral,Neutral,Neutral,0.164746977,0.76939569,0.065857341,8,50,2,13.33333333,83.33333333,3.333333333
Pennsylvania,House,Lloyd Smucker,https://en.wikipedia.org/wiki/Lloyd_Smucker,Republican,"January 23, 1964 (age 61)",9,7075,Neutral,Neutral,Neutral,0.272638021,0.53048354,0.196878444,5,22,3,16.66666667,73.33333333,10,Negative,Neutral,Neutral,0.296320887,0.59908159,0.104597516,15,13,2,50,43.33333333,6.666666667,Neutral,Neutral,Neutral,0.109670245,0.74256925,0.14776048,3,24,3,10,80,10
Pennsylvania,House,Summer Lee,https://en.wikipedia.org/wiki/Summer_Lee,Democratic,"November 26, 1987 (age 37)",3,11130,Neutral,Neutral,Neutral,0.343129521,0.497859247,0.159011254,7,24,1,21.875,75,3.125,Neutral,Neutral,Neutral,0.243069985,0.657717245,0.099212765,5,27,0,15.625,84.375,0,Neutral,Neutral,Neutral,0.187156512,0.684363352,0.128480141,5,26,1,15.625,81.25,3.125
Pennsylvania,House,John Joyce,https://en.wikipedia.org/wiki/John_Joyce_(American_politician),Republican,"February 8, 1957 (age 68)",7,3754,Neutral,Neutral,Neutral,0.224873998,0.615515375,0.159610638,1,17,0,5.555555556,94.44444444,0,Neutral,Neutral,Neutral,0.189023845,0.664783333,0.146192823,4,13,1,22.22222222,72.22222222,5.555555556,Neutral,Neutral,Neutral,0.132980677,0.674849929,0.192169401,3,13,2,16.66666667,72.22222222,11.11111111
Pennsylvania,House,Guy Reschenthaler,https://en.wikipedia.org/wiki/Guy_Reschenthaler,Republican,"April 17, 1983 (age 42)",7,6561,Neutral,Neutral,Neutral,0.295475192,0.600987307,0.103537511,4,22,0,15.38461538,84.61538462,0,Neutral,Neutral,Neutral,0.174385095,0.728673564,0.096941357,4,21,1,15.38461538,80.76923077,3.846153846,Neutral,Neutral,Neutral,0.161714528,0.733067144,0.105218332,2,23,1,7.692307692,88.46153846,3.846153846
Pennsylvania,House,Glenn Thompson,https://en.wikipedia.org/wiki/Glenn_Thompson_(politician),Republican,"July 27, 1959 (age 66)",17,6102,Neutral,Neutral,Neutral,0.1987393,0.65202599,0.149234712,1,30,1,3.125,93.75,3.125,Neutral,Neutral,Neutral,0.103301098,0.794521859,0.102177035,2,29,1,6.25,90.625,3.125,Neutral,Neutral,Neutral,0.037893585,0.856443147,0.105663282,0,31,1,0,96.875,3.125
Pennsylvania,House,Mike Kelly,https://en.wikipedia.org/wiki/Mike_Kelly_(Pennsylvania_politician),Republican,"May 10, 1948 (age 77)",15,12060,Neutral,Neutral,Neutral,0.364229465,0.520028429,0.115742095,9,33,1,20.93023256,76.74418605,2.325581395,Neutral,Neutral,Neutral,0.242931257,0.671147798,0.085920948,4,36,3,9.302325581,83.72093023,6.976744186,Neutral,Neutral,Neutral,0.188365807,0.721353266,0.090280911,6,34,3,13.95348837,79.06976744,6.976744186
Pennsylvania,House,Chris Deluzio,https://en.wikipedia.org/wiki/Chris_Deluzio,Democratic,"July 13, 1984 (age 41)",3,5275,Neutral,Neutral,Neutral,0.152458059,0.651668652,0.195873285,0,17,0,0,100,0,Neutral,Neutral,Neutral,0.027165004,0.775379305,0.197455674,0,15,2,0,88.23529412,11.76470588,Neutral,Neutral,Neutral,0.007355058,0.827149245,0.165495702,0,16,1,0,94.11764706,5.882352941
Rhode Island,House,Gabe Amo,https://en.wikipedia.org/wiki/Gabe_Amo,Democratic,"December 11, 1987 (age 37)",2,4735,Neutral,Neutral,Neutral,0.18750479,0.637492456,0.175002764,2,13,1,12.5,81.25,6.25,Neutral,Neutral,Neutral,0.031570743,0.796716286,0.171712975,0,15,1,0,93.75,6.25,Neutral,Neutral,Neutral,0.039602223,0.742730317,0.217667468,0,13,3,0,81.25,18.75
Rhode Island,House,Seth Magaziner,https://en.wikipedia.org/wiki/Seth_Magaziner,Democratic,"July 22, 1983 (age 42)",3,5549,Neutral,Neutral,Neutral,0.210011601,0.668404903,0.121583502,3,24,0,11.11111111,88.88888889,0,Neutral,Neutral,Neutral,0.100224258,0.770295182,0.129480556,4,22,1,14.81481481,81.48148148,3.703703704,Neutral,Neutral,Neutral,0.089784384,0.78340323,0.126812404,3,22,2,11.11111111,81.48148148,7.407407407
South Carolina,House,Nancy Mace,https://en.wikipedia.org/wiki/Nancy_Mace,Republican,"December 4, 1977 (age 47)",5,30393,Neutral,Negative,Negative,0.442439007,0.417815394,0.139745597,32,50,4,37.20930233,58.13953488,4.651162791,Neutral,Neutral,Neutral,0.312695113,0.607846614,0.079458271,24,60,2,27.90697674,69.76744186,2.325581395,Neutral,Neutral,Neutral,0.270806807,0.616366707,0.112826481,16,61,9,18.60465116,70.93023256,10.46511628
South Carolina,House,Joe Wilson,https://en.wikipedia.org/wiki/Joe_Wilson_(American_politician),Republican,"July 31, 1947 (age 78)",24,19936,Neutral,Neutral,Neutral,0.335843135,0.508874483,0.15528238,17,51,4,23.61111111,70.83333333,5.555555556,Neutral,Neutral,Neutral,0.203768957,0.663426853,0.132804187,9,60,3,12.5,83.33333333,4.166666667,Neutral,Neutral,Neutral,0.17028581,0.668020739,0.161693456,9,56,7,12.5,77.77777778,9.722222222
South Carolina,House,Sheri Biggs,https://en.wikipedia.org/wiki/Sheri_Biggs,Republican,"March 28, 1970 (age 55)",1,1469,Neutral,Neutral,Neutral,0.119519154,0.744323228,0.136157629,0,9,0,0,100,0,Neutral,Neutral,Neutral,0.009930527,0.898212863,0.091856611,0,9,0,0,100,0,Neutral,Neutral,Neutral,0.004483466,0.92447528,0.071041247,0,9,0,0,100,0
South Carolina,House,William Timmons,https://en.wikipedia.org/wiki/William_Timmons_(politician),Republican,"April 30, 1984 (age 41)",7,7010,Neutral,Neutral,Neutral,0.21554057,0.626650573,0.157808854,3,28,1,9.375,87.5,3.125,Neutral,Neutral,Neutral,0.061591963,0.78388023,0.154527798,1,31,0,3.125,96.875,0,Neutral,Neutral,Neutral,0.031188924,0.838840161,0.129970913,0,30,2,0,93.75,6.25
South Carolina,House,Ralph Norman,https://en.wikipedia.org/wiki/Ralph_Norman,Republican,"June 20, 1953 (age 72)",8,13404,Neutral,Neutral,Neutral,0.370161675,0.517057452,0.112780895,11,34,1,23.91304348,73.91304348,2.173913043,Neutral,Neutral,Neutral,0.190377403,0.70680646,0.102816135,6,40,0,13.04347826,86.95652174,0,Neutral,Neutral,Neutral,0.167871057,0.727417971,0.104710964,4,41,1,8.695652174,89.13043478,2.173913043
South Carolina,House,Jim Clyburn,https://en.wikipedia.org/wiki/Jim_Clyburn,Democratic,"July 21, 1940 (age 85)",33,22852,Neutral,Neutral,Neutral,0.292555944,0.527247067,0.180196986,9,47,4,15,78.33333333,6.666666667,Neutral,Neutral,Neutral,0.127086202,0.738813452,0.134100353,3,52,5,5,86.66666667,8.333333333,Neutral,Neutral,Neutral,0.103784787,0.716271472,0.179943746,4,47,9,6.666666667,78.33333333,15
South Carolina,House,Russell Fry,https://en.wikipedia.org/wiki/Russell_Fry_(politician),Republican,"January 31, 1985 (age 40)",3,2809,Neutral,Neutral,Neutral,0.271757474,0.62156342,0.106679087,1,11,0,8.333333333,91.66666667,0,Neutral,Neutral,Neutral,0.118464106,0.833478473,0.048057425,0,12,0,0,100,0,Neutral,Neutral,Neutral,0.051389614,0.902584913,0.046025471,0,12,0,0,100,0
South Dakota,House,Dusty Johnson,https://en.wikipedia.org/wiki/Dusty_Johnson,Republican,"September 30, 1976 (age 48)",7,7720,Neutral,Neutral,Neutral,0.225593038,0.6227711,0.15163586,1,28,1,3.333333333,93.33333333,3.333333333,Neutral,Neutral,Neutral,0.087610586,0.815189694,0.097199709,0,30,0,0,100,0,Neutral,Neutral,Neutral,0.076173837,0.785063777,0.138762393,0,29,1,0,96.66666667,3.333333333
Tennessee,House,Diana Harshbarger,https://en.wikipedia.org/wiki/Diana_Harshbarger,Republican,"January 1, 1960 (age 65)",5,6601,Neutral,Neutral,Neutral,0.354272503,0.510305429,0.135422061,6,19,1,23.07692308,73.07692308,3.846153846,Neutral,Neutral,Neutral,0.236313449,0.631598894,0.132087681,5,19,2,19.23076923,73.07692308,7.692307692,Neutral,Neutral,Neutral,0.318393683,0.52335725,0.158249083,6,18,2,23.07692308,69.23076923,7.692307692
Tennessee,House,Tim Burchett,https://en.wikipedia.org/wiki/Tim_Burchett,Republican,"August 25, 1964 (age 61)",7,14804,Neutral,Neutral,Neutral,0.433887727,0.468043176,0.098069115,14,29,0,32.55813953,67.44186047,0,Neutral,Neutral,Neutral,0.300294596,0.613965063,0.085740324,10,32,1,23.25581395,74.41860465,2.325581395,Neutral,Neutral,Neutral,0.262493572,0.632148837,0.105357597,9,31,3,20.93023256,72.09302326,6.976744186
Tennessee,House,Chuck Fleischmann,https://en.wikipedia.org/wiki/Chuck_Fleischmann,Republican,"October 11, 1962 (age 62)",15,8966,Neutral,Neutral,Neutral,0.261298635,0.564776096,0.173925256,2,32,2,5.555555556,88.88888889,5.555555556,Neutral,Neutral,Neutral,0.166081266,0.695299616,0.138619121,4,31,1,11.11111111,86.11111111,2.777777778,Neutral,Neutral,Neutral,0.144378933,0.647741115,0.207879967,2,29,5,5.555555556,80.55555556,13.88888889
Tennessee,House,Scott DesJarlais,https://en.wikipedia.org/wiki/Scott_DesJarlais,Republican,"February 21, 1964 (age 61)",15,10322,Neutral,Neutral,Neutral,0.444736315,0.470247685,0.085015998,10,25,1,27.77777778,69.44444444,2.777777778,Neutral,Neutral,Neutral,0.205017238,0.735134905,0.05984786,5,30,1,13.88888889,83.33333333,2.777777778,Neutral,Neutral,Neutral,0.212420055,0.732554205,0.055025737,6,29,1,16.66666667,80.55555556,2.777777778
Tennessee,House,Andy Ogles,https://en.wikipedia.org/wiki/Andy_Ogles,Republican,"June 18, 1971 (age 54)",3,22086,Neutral,Neutral,Neutral,0.381278125,0.507082764,0.111639101,17,33,0,34,66,0,Neutral,Neutral,Neutral,0.234869312,0.705377848,0.059752845,12,37,1,24,74,2,Neutral,Neutral,Neutral,0.292482877,0.646833742,0.060683383,12,36,2,24,72,4
Tennessee,House,John Rose,https://en.wikipedia.org/wiki/John_Rose_(Tennessee_politician),Republican,"February 23, 1965 (age 60)",7,4765,Neutral,Neutral,Neutral,0.261217694,0.623284248,0.115498054,3,20,0,13.04347826,86.95652174,0,Neutral,Neutral,Neutral,0.124727126,0.754808699,0.120464179,3,18,2,13.04347826,78.26086957,8.695652174,Neutral,Neutral,Neutral,0.103131067,0.787164429,0.109704494,1,20,2,4.347826087,86.95652174,8.695652174
Tennessee,House,David Kustoff,https://en.wikipedia.org/wiki/David_Kustoff,Republican,"October 8, 1966 (age 58)",9,6829,Neutral,Neutral,Neutral,0.269133643,0.550990027,0.179876349,2,16,1,10.52631579,84.21052632,5.263157895,Neutral,Neutral,Neutral,0.12006048,0.80399536,0.07594416,2,17,0,10.52631579,89.47368421,0,Neutral,Neutral,Neutral,0.104895885,0.790702975,0.104401129,1,17,1,5.263157895,89.47368421,5.263157895
Tennessee,House,Steve Cohen,https://en.wikipedia.org/wiki/Steve_Cohen_(politician),Democratic,"May 24, 1949 (age 76)",19,38304,Neutral,Neutral,Neutral,0.336759164,0.454134454,0.209106375,26,72,9,24.29906542,67.28971963,8.411214953,Neutral,Neutral,Neutral,0.218264817,0.605362137,0.176373039,19,77,11,17.75700935,71.96261682,10.28037383,Neutral,Neutral,Neutral,0.189652997,0.620414744,0.189932254,14,78,15,13.08411215,72.89719626,14.01869159
Texas,House,Nathaniel Moran,https://en.wikipedia.org/wiki/Nathaniel_Moran,Republican,"September 23, 1974 (age 51)",3,3459,Neutral,Neutral,Neutral,0.181918787,0.713596071,0.104485165,0,14,0,0,100,0,Neutral,Neutral,Neutral,0.087124857,0.834733878,0.078141255,1,13,0,7.142857143,92.85714286,0,Neutral,Neutral,Neutral,0.04263104,0.86962751,0.087741465,0,14,0,0,100,0
Texas,House,Dan Crenshaw,https://en.wikipedia.org/wiki/Dan_Crenshaw,Republican,"March 14, 1984 (age 41)",7,20201,Neutral,Negative,Negative,0.46326819,0.409660965,0.127070868,28,28,3,47.45762712,47.45762712,5.084745763,Neutral,Neutral,Neutral,0.372170142,0.554729758,0.073100087,21,35,3,35.59322034,59.3220339,5.084745763,Neutral,Neutral,Neutral,0.337509675,0.584398479,0.078091854,16,41,2,27.11864407,69.49152542,3.389830508
Texas,House,Keith Self,https://en.wikipedia.org/wiki/Keith_Self,Republican,"March 20, 1953 (age 72)",3,6585,Neutral,Neutral,Neutral,0.281275777,0.523419616,0.195304605,2,16,1,10.52631579,84.21052632,5.263157895,Neutral,Neutral,Neutral,0.340856057,0.571061265,0.08808266,6,13,0,31.57894737,68.42105263,0,Neutral,Neutral,Neutral,0.293583714,0.618987406,0.08742887,4,14,1,21.05263158,73.68421053,5.263157895
Texas,House,Pat Fallon,https://en.wikipedia.org/wiki/Pat_Fallon,Republican,"December 19, 1967 (age 57)",5,13064,Neutral,Neutral,Neutral,0.280063561,0.557171682,0.162764761,7,32,3,16.66666667,76.19047619,7.142857143,Neutral,Neutral,Neutral,0.15540052,0.749636025,0.094963448,5,36,1,11.9047619,85.71428571,2.380952381,Neutral,Neutral,Neutral,0.122182831,0.772779107,0.105038056,5,36,1,11.9047619,85.71428571,2.380952381
Texas,House,Lance Gooden,https://en.wikipedia.org/wiki/Lance_Gooden,Republican,"December 1, 1982 (age 42)",7,9905,Neutral,Neutral,Negative,0.456626338,0.454556351,0.088817316,9,24,0,27.27272727,72.72727273,0,Neutral,Neutral,Neutral,0.335684113,0.597207054,0.067108827,8,25,0,24.24242424,75.75757576,0,Neutral,Neutral,Neutral,0.344836285,0.590979674,0.064184022,9,23,1,27.27272727,69.6969697,3.03030303
Texas,House,Jake Ellzey,https://en.wikipedia.org/wiki/Jake_Ellzey,Republican,"January 24, 1970 (age 55)",4,4324,Neutral,Neutral,Neutral,0.141848429,0.715692773,0.142458808,0,21,1,0,95.45454545,4.545454545,Neutral,Neutral,Neutral,0.075414154,0.794069047,0.130516798,2,19,1,9.090909091,86.36363636,4.545454545,Neutral,Neutral,Neutral,0.027966323,0.876932942,0.095100735,0,21,1,0,95.45454545,4.545454545
Texas,House,Lizzie Fletcher,https://en.wikipedia.org/wiki/Lizzie_Fletcher,Democratic,"February 13, 1975 (age 50)",7,3888,Neutral,Neutral,Neutral,0.176361599,0.642653189,0.180985202,0,18,1,0,94.73684211,5.263157895,Neutral,Neutral,Neutral,0.044309489,0.742301419,0.213389099,1,16,2,5.263157895,84.21052632,10.52631579,Neutral,Neutral,Neutral,0.020599631,0.820735185,0.15866519,0,17,2,0,89.47368421,10.52631579
Texas,House,Morgan Luttrell,https://en.wikipedia.org/wiki/Morgan_Luttrell,Republican,"November 7, 1975 (age 49)",3,6337,Neutral,Neutral,Neutral,0.254042565,0.60233324,0.143624166,2,14,0,12.5,87.5,0,Neutral,Neutral,Neutral,0.050476343,0.785398029,0.164125627,0,16,0,0,100,0,Neutral,Neutral,Neutral,0.011729476,0.837772105,0.150498427,0,15,1,0,93.75,6.25
Texas,House,Al Green,https://en.wikipedia.org/wiki/Al_Green_(politician),Democratic,"September 1, 1947 (age 78)",21,8732,Neutral,Neutral,Neutral,0.33656741,0.487642241,0.17579035,5,19,3,18.51851852,70.37037037,11.11111111,Neutral,Neutral,Neutral,0.180695622,0.688425356,0.130879011,3,21,3,11.11111111,77.77777778,11.11111111,Neutral,Neutral,Neutral,0.217408916,0.689956833,0.092634259,3,24,0,11.11111111,88.88888889,0
Texas,House,Michael McCaul,https://en.wikipedia.org/wiki/Michael_McCaul,Republican,"January 14, 1962 (age 63)",21,7519,Neutral,Neutral,Neutral,0.200690825,0.606897447,0.192411732,3,31,4,7.894736842,81.57894737,10.52631579,Neutral,Neutral,Neutral,0.135954248,0.731771913,0.132273818,3,33,2,7.894736842,86.84210526,5.263157895,Neutral,Neutral,Neutral,0.119514979,0.701392521,0.179092488,3,31,4,7.894736842,81.57894737,10.52631579
Texas,House,August Pfluger,https://en.wikipedia.org/wiki/August_Pfluger,Republican,"December 28, 1978 (age 46)",5,6235,Neutral,Neutral,Neutral,0.220067773,0.595720156,0.184212063,4,25,4,12.12121212,75.75757576,12.12121212,Neutral,Neutral,Neutral,0.182539851,0.656966434,0.160493733,9,23,1,27.27272727,69.6969697,3.03030303,Neutral,Neutral,Neutral,0.168697388,0.657771099,0.173531506,7,23,3,21.21212121,69.6969697,9.090909091
Texas,House,Craig Goldman,https://en.wikipedia.org/wiki/Craig_Goldman,Republican,"October 3, 1968 (age 56)",1,1304,Neutral,Neutral,Neutral,0.117868479,0.759666675,0.122464809,0,8,0,0,100,0,Neutral,Neutral,Neutral,0.006861171,0.844906773,0.148232054,0,8,0,0,100,0,Neutral,Neutral,Neutral,0.003626497,0.894249476,0.10212406,0,8,0,0,100,0
Texas,House,Ronny Jackson,https://en.wikipedia.org/wiki/Ronny_Jackson,Republican,"May 4, 1967 (age 58)",5,17423,Neutral,Negative,Negative,0.455978412,0.446823261,0.097198338,22,24,1,46.80851064,51.06382979,2.127659574,Neutral,Neutral,Neutral,0.288656974,0.65138004,0.059962975,13,34,0,27.65957447,72.34042553,0,Neutral,Neutral,Neutral,0.294787754,0.65329314,0.051919097,13,33,1,27.65957447,70.21276596,2.127659574
Texas,House,Randy Weber,https://en.wikipedia.org/wiki/Randy_Weber,Republican,"July 2, 1953 (age 72)",13,6710,Neutral,Neutral,Neutral,0.28207969,0.57608751,0.141832791,4,23,0,14.81481481,85.18518519,0,Neutral,Neutral,Neutral,0.151645438,0.745822658,0.102531895,2,25,0,7.407407407,92.59259259,0,Neutral,Neutral,Neutral,0.114753552,0.81718072,0.068065712,2,24,1,7.407407407,88.88888889,3.703703704
Texas,House,Monica De La Cruz,https://en.wikipedia.org/wiki/Monica_De_La_Cruz,Republican,"November 11, 1974 (age 50)",3,2825,Neutral,Neutral,Neutral,0.187897607,0.695869063,0.116233354,2,12,0,14.28571429,85.71428571,0,Neutral,Neutral,Neutral,0.051399284,0.771066051,0.177534651,0,14,0,0,100,0,Neutral,Neutral,Neutral,0.057290755,0.796403903,0.146305348,0,14,0,0,100,0
